jd_id,title,role_level,exp_level_raw,min_exp_years,exp_range_raw,skills_raw,required_skills,keywords_raw,keywords,responsibilities,raw_text,source_type,required_skill_count
BA-113,Business Analyst,fresher,Fresher,0.0,0-1,Basic data analysis; Excel; SQL; Power BI basics; Requirement documentation; Agile fundamentals; Communication; Problem-solving; Collaboration; Research,"[""basic data analysis"", ""excel"", ""sql"", ""power bi basics"", ""requirement documentation"", ""agile fundamentals"", ""communication"", ""problem-solving"", ""collaboration"", ""research""]",Business Analysis; Excel; SQL; Power BI; Requirement Gathering; Agile; Data Analysis; Documentation; Collaboration; Problem Solving,"[""business analysis"", ""excel"", ""sql"", ""power bi"", ""requirement gathering"", ""agile"", ""data analysis"", ""documentation"", ""collaboration"", ""problem solving""]",Assist in data collection and basic analysis; Support creation of dashboards and reports; Document business requirements; Participate in Agile team meetings; Collaborate with team members; Perform basic scenario modeling; Support presentations to stakeholders; Learn BI and analytics tools; Assist in process improvement initiatives; Maintain documentation standards,Business Analyst Basic data analysis; Excel; SQL; Power BI basics; Requirement documentation; Agile fundamentals; Communication; Problem-solving; Collaboration; Research Assist in data collection and basic analysis; Support creation of dashboards and reports; Document business requirements; Participate in Agile team meetings; Collaborate with team members; Perform basic scenario modeling; Support presentations to stakeholders; Learn BI and analytics tools; Assist in process improvement initiatives; Maintain documentation standards,jd,10
BA-114,Business Analyst,mid,Mid-Level,2.0,2-5,Data analysis; SQL; Tableau; Power BI; Business process modeling; Requirement gathering; Agile methodology; Stakeholder communication; Critical thinking; Data storytelling,"[""data analysis"", ""sql"", ""tableau"", ""power bi"", ""business process modeling"", ""requirement gathering"", ""agile"", ""stakeholder communication"", ""critical thinking"", ""data storytelling""]",Business Analysis; SQL; Tableau; Power BI; Agile; Requirement Gathering; Stakeholder Management; Data Storytelling; Critical Thinking; Process Improvement,"[""business analysis"", ""sql"", ""tableau"", ""power bi"", ""agile"", ""requirement gathering"", ""stakeholder management"", ""data storytelling"", ""critical thinking"", ""process improvement""]",Analyze business data for actionable insights; Develop and maintain dashboards; Gather and validate business requirements; Participate in Agile projects; Collaborate with technical and business teams; Perform risk and scenario analysis; Present findings to stakeholders; Support BI tool adoption; Monitor KPIs; Recommend process improvements,Business Analyst Data analysis; SQL; Tableau; Power BI; Business process modeling; Requirement gathering; Agile methodology; Stakeholder communication; Critical thinking; Data storytelling Analyze business data for actionable insights; Develop and maintain dashboards; Gather and validate business requirements; Participate in Agile projects; Collaborate with technical and business teams; Perform risk and scenario analysis; Present findings to stakeholders; Support BI tool adoption; Monitor KPIs; Recommend process improvements,jd,10
BA-115,Business Analyst,unknown,Experienced,5.0,5-8,Business Intelligence; Advanced SQL; Tableau; Power BI; SAS; AI-driven analytics; Requirement elicitation; Agile methodology; Stakeholder management; Strategic planning,"[""business intelligence"", ""advanced sql"", ""tableau"", ""power bi"", ""sas"", ""ai-driven analytics"", ""requirement elicitation"", ""agile"", ""stakeholder management"", ""strategic planning""]",Business Analysis; SQL; Tableau; Power BI; BI Tools; AI Analytics; Requirement Gathering; Agile; Stakeholder Management; Strategic Planning,"[""business analysis"", ""sql"", ""tableau"", ""power bi"", ""bi tools"", ""ai analytics"", ""requirement gathering"", ""agile"", ""stakeholder management"", ""strategic planning""]",Lead BI and analytics projects; Develop and optimize dashboards for business insights; Manage requirement gathering and documentation; Facilitate Agile processes; Collaborate with cross-functional teams; Conduct scenario analysis and provide recommendations; Present actionable insights to leadership; Mentor junior analysts; Implement process improvements; Automate reporting workflows,Business Analyst Business Intelligence; Advanced SQL; Tableau; Power BI; SAS; AI-driven analytics; Requirement elicitation; Agile methodology; Stakeholder management; Strategic planning Lead BI and analytics projects; Develop and optimize dashboards for business insights; Manage requirement gathering and documentation; Facilitate Agile processes; Collaborate with cross-functional teams; Conduct scenario analysis and provide recommendations; Present actionable insights to leadership; Mentor junior analysts; Implement process improvements; Automate reporting workflows,jd,10
BA-116,Business Analyst,unknown,Experienced,6.0,6-10,Advanced data analysis; SQL; Excel; Tableau; Power BI; AI-enhanced analytics; Requirement management; Agile leadership; Stakeholder engagement; Business process optimization,"[""advanced data analysis"", ""sql"", ""excel"", ""tableau"", ""power bi"", ""ai-enhanced analytics"", ""requirement management"", ""agile leadership"", ""stakeholder engagement"", ""business process optimization""]",Business Analysis; SQL; Tableau; Power BI; AI Analytics; Requirement Gathering; Agile; Stakeholder Management; Business Process; Data Visualization,"[""business analysis"", ""sql"", ""tableau"", ""power bi"", ""ai analytics"", ""requirement gathering"", ""agile"", ""stakeholder management"", ""business process"", ""data visualization""]",Lead complex business analysis initiatives; Design and maintain BI dashboards and reports; Oversee requirement gathering and documentation; Implement AI-driven analytics solutions; Facilitate Agile project management; Collaborate with business and technical teams; Deliver actionable insights to executives; Support strategic business planning; Mentor junior analysts; Automate KPI tracking and reporting,Business Analyst Advanced data analysis; SQL; Excel; Tableau; Power BI; AI-enhanced analytics; Requirement management; Agile leadership; Stakeholder engagement; Business process optimization Lead complex business analysis initiatives; Design and maintain BI dashboards and reports; Oversee requirement gathering and documentation; Implement AI-driven analytics solutions; Facilitate Agile project management; Collaborate with business and technical teams; Deliver actionable insights to executives; Support strategic business planning; Mentor junior analysts; Automate KPI tracking and reporting,jd,10
BA-117,Business Analyst,fresher,Fresher,0.0,0-1,Data analysis basics; Excel; SQL basics; Power BI basics; Requirement documentation; Agile fundamentals; Communication; Problem-solving; Collaboration; Research,"[""data analysis basics"", ""excel"", ""sql basics"", ""power bi basics"", ""requirement documentation"", ""agile fundamentals"", ""communication"", ""problem-solving"", ""collaboration"", ""research""]",Business Analysis; Excel; SQL; Power BI; Requirement Gathering; Agile; Data Analysis; Documentation; Collaboration; Problem Solving,"[""business analysis"", ""excel"", ""sql"", ""power bi"", ""requirement gathering"", ""agile"", ""data analysis"", ""documentation"", ""collaboration"", ""problem solving""]",Support data collection and analysis tasks; Assist in dashboard and report creation; Document business requirements; Participate in Agile team activities; Collaborate with team members; Perform basic scenario modeling; Support stakeholder presentations; Learn BI and analytics tools; Assist in process improvement initiatives; Maintain documentation standards,Business Analyst Data analysis basics; Excel; SQL basics; Power BI basics; Requirement documentation; Agile fundamentals; Communication; Problem-solving; Collaboration; Research Support data collection and analysis tasks; Assist in dashboard and report creation; Document business requirements; Participate in Agile team activities; Collaborate with team members; Perform basic scenario modeling; Support stakeholder presentations; Learn BI and analytics tools; Assist in process improvement initiatives; Maintain documentation standards,jd,10
BA-118,Business Analyst,mid,Mid-Level,2.0,2-5,Data analysis; SQL; Tableau; Power BI; Business process modeling; Requirement gathering; Agile methodology; Stakeholder communication; Critical thinking; Data storytelling,"[""data analysis"", ""sql"", ""tableau"", ""power bi"", ""business process modeling"", ""requirement gathering"", ""agile"", ""stakeholder communication"", ""critical thinking"", ""data storytelling""]",Business Analysis; SQL; Tableau; Power BI; Agile; Requirement Gathering; Stakeholder Management; Data Storytelling; Critical Thinking; Process Improvement,"[""business analysis"", ""sql"", ""tableau"", ""power bi"", ""agile"", ""requirement gathering"", ""stakeholder management"", ""data storytelling"", ""critical thinking"", ""process improvement""]",Analyze business performance data; Develop and maintain dashboards; Gather and validate business requirements; Participate in Agile projects; Collaborate with technical and business teams; Perform scenario and risk analysis; Present findings to stakeholders; Support BI tool adoption; Monitor KPIs and metrics; Recommend process improvements,Business Analyst Data analysis; SQL; Tableau; Power BI; Business process modeling; Requirement gathering; Agile methodology; Stakeholder communication; Critical thinking; Data storytelling Analyze business performance data; Develop and maintain dashboards; Gather and validate business requirements; Participate in Agile projects; Collaborate with technical and business teams; Perform scenario and risk analysis; Present findings to stakeholders; Support BI tool adoption; Monitor KPIs and metrics; Recommend process improvements,jd,10
BA-119,Business Analyst,unknown,Experienced,5.0,5-8,Advanced SQL; Tableau; Power BI; Business Intelligence; SAS; AI-driven analytics; Requirement elicitation; Agile methodology; Stakeholder management; Strategic planning,"[""advanced sql"", ""tableau"", ""power bi"", ""business intelligence"", ""sas"", ""ai-driven analytics"", ""requirement elicitation"", ""agile"", ""stakeholder management"", ""strategic planning""]",Business Analysis; SQL; Tableau; Power BI; BI Tools; AI Analytics; Requirement Gathering; Agile; Stakeholder Management; Strategic Planning,"[""business analysis"", ""sql"", ""tableau"", ""power bi"", ""bi tools"", ""ai analytics"", ""requirement gathering"", ""agile"", ""stakeholder management"", ""strategic planning""]",Lead BI and analytics initiatives; Develop advanced dashboards and reporting solutions; Manage requirement gathering and validation; Facilitate Agile project execution; Collaborate with cross-functional teams; Conduct scenario modeling and provide recommendations; Present actionable insights to leadership; Mentor junior analysts; Drive process and KPI improvements; Automate reporting workflows,Business Analyst Advanced SQL; Tableau; Power BI; Business Intelligence; SAS; AI-driven analytics; Requirement elicitation; Agile methodology; Stakeholder management; Strategic planning Lead BI and analytics initiatives; Develop advanced dashboards and reporting solutions; Manage requirement gathering and validation; Facilitate Agile project execution; Collaborate with cross-functional teams; Conduct scenario modeling and provide recommendations; Present actionable insights to leadership; Mentor junior analysts; Drive process and KPI improvements; Automate reporting workflows,jd,10
BA-120,Business Analyst,unknown,Experienced,6.0,6-10,Advanced data analysis; SQL; Excel; Tableau; Power BI; AI-enhanced analytics; Requirement management; Agile leadership; Stakeholder engagement; Business process optimization,"[""advanced data analysis"", ""sql"", ""excel"", ""tableau"", ""power bi"", ""ai-enhanced analytics"", ""requirement management"", ""agile leadership"", ""stakeholder engagement"", ""business process optimization""]",Business Analysis; SQL; Tableau; Power BI; AI Analytics; Requirement Gathering; Agile; Stakeholder Management; Business Process; Data Visualization,"[""business analysis"", ""sql"", ""tableau"", ""power bi"", ""ai analytics"", ""requirement gathering"", ""agile"", ""stakeholder management"", ""business process"", ""data visualization""]",Lead complex business analysis initiatives; Design and maintain BI dashboards and reports; Oversee requirement gathering and documentation; Implement AI-driven analytics solutions; Facilitate Agile project management; Collaborate with business and technical teams; Deliver actionable insights to executives; Support strategic business planning; Mentor junior analysts; Automate KPI tracking and reporting,Business Analyst Advanced data analysis; SQL; Excel; Tableau; Power BI; AI-enhanced analytics; Requirement management; Agile leadership; Stakeholder engagement; Business process optimization Lead complex business analysis initiatives; Design and maintain BI dashboards and reports; Oversee requirement gathering and documentation; Implement AI-driven analytics solutions; Facilitate Agile project management; Collaborate with business and technical teams; Deliver actionable insights to executives; Support strategic business planning; Mentor junior analysts; Automate KPI tracking and reporting,jd,10
BI001,BI Analyst - Fresher,junior,Entry-Level,0.0,0–1 year,SQL; MySQL basics; PostgreSQL basics; Tableau; Power BI; Excel charts and dashboards; Basic statistics; ETL awareness; Business acumen; Data analysis,"[""sql"", ""mysql basics"", ""postgresql basics"", ""tableau"", ""power bi"", ""excel charts and dashboards"", ""basic statistics"", ""etl awareness"", ""business acumen"", ""data analysis""]",BI; Analytics; Fresher; Entry-Level; SQL; Tableau; Power BI; ETL,"[""bi"", ""analytics"", ""fresher"", ""entry-level"", ""sql"", ""tableau"", ""power bi"", ""etl""]",Assist in analyzing datasets; Create dashboards; Prepare reports; Support business decision-making processes,BI Analyst - Fresher SQL; MySQL basics; PostgreSQL basics; Tableau; Power BI; Excel charts and dashboards; Basic statistics; ETL awareness; Business acumen; Data analysis Assist in analyzing datasets; Create dashboards; Prepare reports; Support business decision-making processes,jd,10
BI002,BI Analyst - Fresher,junior,Entry-Level,0.0,0–1 year,SQL querying; Tableau; Power BI; Excel charts and pivot tables; Basic statistical analysis; ETL process awareness,"[""sql querying"", ""tableau"", ""power bi"", ""excel charts and pivot tables"", ""basic statistical analysis"", ""etl process awareness""]",BI; Reporting; Analytics; Fresher; Entry-Level; SQL; Tableau; Power BI,"[""bi"", ""reporting"", ""analytics"", ""fresher"", ""entry-level"", ""sql"", ""tableau"", ""power bi""]",Support teams in building dashboards; Extract insights from data; Assist in reporting and analysis,BI Analyst - Fresher SQL querying; Tableau; Power BI; Excel charts and pivot tables; Basic statistical analysis; ETL process awareness Support teams in building dashboards; Extract insights from data; Assist in reporting and analysis,jd,6
BI003,BI Analyst - Fresher,junior,Entry-Level,0.0,0–1 year,SQL; MySQL; PostgreSQL; Tableau; Power BI; Excel dashboards; Basic statistics; ETL process understanding; KPI knowledge,"[""sql"", ""mysql"", ""postgresql"", ""tableau"", ""power bi"", ""excel dashboards"", ""basic statistics"", ""etl process understanding"", ""kpi knowledge""]",BI; Analytics; Fresher; Entry-Level; SQL; Tableau; ETL,"[""bi"", ""analytics"", ""fresher"", ""entry-level"", ""sql"", ""tableau"", ""etl""]",Generate business reports; Analyze sales and operational data; Support visualization tasks,BI Analyst - Fresher SQL; MySQL; PostgreSQL; Tableau; Power BI; Excel dashboards; Basic statistics; ETL process understanding; KPI knowledge Generate business reports; Analyze sales and operational data; Support visualization tasks,jd,9
BI004,BI Analyst - Fresher,junior,Entry-Level,0.0,0–1 year,SQL; MySQL; PostgreSQL; Tableau; Power BI; Excel charts; Basic statistical analysis; ETL understanding; Business metrics awareness,"[""sql"", ""mysql"", ""postgresql"", ""tableau"", ""power bi"", ""excel charts"", ""basic statistical analysis"", ""etl understanding"", ""business metrics awareness""]",BI; Analytics; Fresher; Entry-Level; SQL; Power BI; Tableau,"[""bi"", ""analytics"", ""fresher"", ""entry-level"", ""sql"", ""power bi"", ""tableau""]",Create reports; Visualize business data; Assist in preparing dashboards for executive insights,BI Analyst - Fresher SQL; MySQL; PostgreSQL; Tableau; Power BI; Excel charts; Basic statistical analysis; ETL understanding; Business metrics awareness Create reports; Visualize business data; Assist in preparing dashboards for executive insights,jd,9
BI005,BI Analyst - Fresher,junior,Entry-Level,0.0,0–1 year,SQL querying; MySQL/PostgreSQL; Tableau; Power BI; Excel visualization; Data analysis; ETL process knowledge; KPI understanding,"[""sql querying"", ""mysql/postgresql"", ""tableau"", ""power bi"", ""excel visualization"", ""data analysis"", ""etl process knowledge"", ""kpi understanding""]",BI; Analytics; Reporting; Fresher; Entry-Level; SQL; Tableau; Power BI,"[""bi"", ""analytics"", ""reporting"", ""fresher"", ""entry-level"", ""sql"", ""tableau"", ""power bi""]",Develop dashboards; Extract insights from datasets; Support reporting requirements,BI Analyst - Fresher SQL querying; MySQL/PostgreSQL; Tableau; Power BI; Excel visualization; Data analysis; ETL process knowledge; KPI understanding Develop dashboards; Extract insights from datasets; Support reporting requirements,jd,8
BI006,BI Analyst - Fresher,junior,Entry-Level,0.0,0–1 year,SQL; MySQL; PostgreSQL; Tableau; Power BI; Excel; Basic data analysis; Statistics; ETL understanding; Business acumen,"[""sql"", ""mysql"", ""postgresql"", ""tableau"", ""power bi"", ""excel"", ""basic data analysis"", ""statistics"", ""etl understanding"", ""business acumen""]",BI; Reporting; Analytics; Fresher; Entry-Level; SQL; Tableau; Power BI,"[""bi"", ""reporting"", ""analytics"", ""fresher"", ""entry-level"", ""sql"", ""tableau"", ""power bi""]",Support teams in analyzing business data; Prepare dashboards; Assist in reporting for decision-making,BI Analyst - Fresher SQL; MySQL; PostgreSQL; Tableau; Power BI; Excel; Basic data analysis; Statistics; ETL understanding; Business acumen Support teams in analyzing business data; Prepare dashboards; Assist in reporting for decision-making,jd,10
BI007,BI Analyst - Fresher,junior,Entry-Level,0.0,0–1 year,SQL; MySQL/PostgreSQL; Tableau; Power BI; Excel charts; Basic statistics; ETL understanding; Business metrics awareness,"[""sql"", ""mysql/postgresql"", ""tableau"", ""power bi"", ""excel charts"", ""basic statistics"", ""etl understanding"", ""business metrics awareness""]",BI; Analytics; Business Intelligence; Fresher; Entry-Level; SQL; Power BI; Tableau,"[""bi"", ""analytics"", ""business intelligence"", ""fresher"", ""entry-level"", ""sql"", ""power bi"", ""tableau""]",Build interactive dashboards; Prepare data for visualization; Support business reporting tasks,BI Analyst - Fresher SQL; MySQL/PostgreSQL; Tableau; Power BI; Excel charts; Basic statistics; ETL understanding; Business metrics awareness Build interactive dashboards; Prepare data for visualization; Support business reporting tasks,jd,8
BI008,BI Analyst - Fresher,junior,Entry-Level,0.0,0–1 year,SQL; MySQL/PostgreSQL; Tableau; Power BI; Excel; Basic statistics; ETL process understanding; Business process knowledge,"[""sql"", ""mysql/postgresql"", ""tableau"", ""power bi"", ""excel"", ""basic statistics"", ""etl process understanding"", ""business process knowledge""]",BI; Analytics; Fresher; Entry-Level; SQL; Tableau; Power BI,"[""bi"", ""analytics"", ""fresher"", ""entry-level"", ""sql"", ""tableau"", ""power bi""]",Prepare reports; Dashboards; Visual insights; Support junior data initiatives,BI Analyst - Fresher SQL; MySQL/PostgreSQL; Tableau; Power BI; Excel; Basic statistics; ETL process understanding; Business process knowledge Prepare reports; Dashboards; Visual insights; Support junior data initiatives,jd,8
BI009,BI Analyst - Fresher,junior,Entry-Level,0.0,0–1 year,SQL; MySQL/PostgreSQL; Tableau; Power BI; Excel charts and dashboards; Basic statistics; ETL knowledge; KPI understanding,"[""sql"", ""mysql/postgresql"", ""tableau"", ""power bi"", ""excel charts and dashboards"", ""basic statistics"", ""etl knowledge"", ""kpi understanding""]",BI; Analytics; Fresher; Entry-Level; SQL; Power BI; Tableau; ETL,"[""bi"", ""analytics"", ""fresher"", ""entry-level"", ""sql"", ""power bi"", ""tableau"", ""etl""]","Support business teams; Extract, clean, and visualize data; Assist in reporting and decision support","BI Analyst - Fresher SQL; MySQL/PostgreSQL; Tableau; Power BI; Excel charts and dashboards; Basic statistics; ETL knowledge; KPI understanding Support business teams; Extract, clean, and visualize data; Assist in reporting and decision support",jd,8
BI010,BI Analyst - Experienced,senior,Senior-Level,4.0,4–8 years,Advanced analytics; Predictive modeling; Forecasting; Data modeling; Tableau; Power BI; QlikView; Looker; SQL; Redshift; Snowflake; ETL pipelines; KPI development; Data governance,"[""advanced analytics"", ""predictive modeling"", ""forecasting"", ""data modeling"", ""tableau"", ""power bi"", ""qlikview"", ""looker"", ""sql"", ""redshift"", ""snowflake"", ""etl pipelines"", ""kpi development"", ""data governance""]",BI; Analytics; Senior-Level; Predictive Analytics; ETL; Tableau; Power BI,"[""bi"", ""analytics"", ""senior-level"", ""predictive analytics"", ""etl"", ""tableau"", ""power bi""]",Lead BI and analytics projects; Design dashboards; Implement predictive analytics; Manage ETL pipelines to support business strategy,BI Analyst - Experienced Advanced analytics; Predictive modeling; Forecasting; Data modeling; Tableau; Power BI; QlikView; Looker; SQL; Redshift; Snowflake; ETL pipelines; KPI development; Data governance Lead BI and analytics projects; Design dashboards; Implement predictive analytics; Manage ETL pipelines to support business strategy,jd,14
BI011,BI Analyst - Experienced,senior,Senior-Level,5.0,5–9 years,Predictive analytics; Advanced BI modeling; Forecasting; Tableau; Power BI; Looker; QlikView; SQL; Redshift; Snowflake; ETL pipeline design; KPI and performance metrics development,"[""predictive analytics"", ""advanced bi modeling"", ""forecasting"", ""tableau"", ""power bi"", ""looker"", ""qlikview"", ""sql"", ""redshift"", ""snowflake"", ""etl pipeline design"", ""kpi and performance metrics development""]",BI; Analytics; Senior-Level; Predictive Analytics; ETL; Tableau; Power BI,"[""bi"", ""analytics"", ""senior-level"", ""predictive analytics"", ""etl"", ""tableau"", ""power bi""]",Develop and optimize dashboards; Implement advanced analytics solutions; Oversee ETL and data warehousing projects,BI Analyst - Experienced Predictive analytics; Advanced BI modeling; Forecasting; Tableau; Power BI; Looker; QlikView; SQL; Redshift; Snowflake; ETL pipeline design; KPI and performance metrics development Develop and optimize dashboards; Implement advanced analytics solutions; Oversee ETL and data warehousing projects,jd,12
BI012,BI Analyst - Experienced,senior,Senior-Level,6.0,6+ years,Tableau; Power BI; Looker; QlikView; SQL & Database management; Redshift; Snowflake; Predictive analytics; Forecasting; Data modeling; ETL pipeline management; KPI strategy,"[""tableau"", ""power bi"", ""looker"", ""qlikview"", ""sql & database management"", ""redshift"", ""snowflake"", ""predictive analytics"", ""forecasting"", ""data modeling"", ""etl pipeline management"", ""kpi strategy""]",BI; Analytics; Senior-Level; Predictive Analytics; ETL; Tableau; Power BI,"[""bi"", ""analytics"", ""senior-level"", ""predictive analytics"", ""etl"", ""tableau"", ""power bi""]",Lead BI initiatives; Develop predictive models; Manage data integration; Mentor junior analysts,BI Analyst - Experienced Tableau; Power BI; Looker; QlikView; SQL & Database management; Redshift; Snowflake; Predictive analytics; Forecasting; Data modeling; ETL pipeline management; KPI strategy Lead BI initiatives; Develop predictive models; Manage data integration; Mentor junior analysts,jd,12
BI013,BI Analyst - Experienced,senior,Senior-Level,5.0,5–8 years,Advanced Tableau; Power BI; Looker; QlikView; Complex SQL queries; Redshift; Snowflake; Predictive modeling; Forecasting; ETL pipeline design; KPI monitoring,"[""advanced tableau"", ""power bi"", ""looker"", ""qlikview"", ""complex sql queries"", ""redshift"", ""snowflake"", ""predictive modeling"", ""forecasting"", ""etl pipeline design"", ""kpi monitoring""]",BI; Analytics; Senior-Level; ETL; Predictive Analytics; Tableau; Power BI,"[""bi"", ""analytics"", ""senior-level"", ""etl"", ""predictive analytics"", ""tableau"", ""power bi""]",Design advanced dashboards; Implement predictive analytics; Optimize SQL workflows; Oversee ETL pipelines for large-scale data projects,BI Analyst - Experienced Advanced Tableau; Power BI; Looker; QlikView; Complex SQL queries; Redshift; Snowflake; Predictive modeling; Forecasting; ETL pipeline design; KPI monitoring Design advanced dashboards; Implement predictive analytics; Optimize SQL workflows; Oversee ETL pipelines for large-scale data projects,jd,11
BI014,BI Analyst - Experienced,senior,Senior-Level,6.0,6–10 years,Tableau; Power BI; Looker; QlikView; SQL & Database management; Redshift; Snowflake; Predictive analytics; Data modeling; Forecasting; ETL pipelines; KPI development,"[""tableau"", ""power bi"", ""looker"", ""qlikview"", ""sql & database management"", ""redshift"", ""snowflake"", ""predictive analytics"", ""data modeling"", ""forecasting"", ""etl pipelines"", ""kpi development""]",BI; Analytics; Senior-Level; Predictive Analytics; ETL; Tableau; Power BI,"[""bi"", ""analytics"", ""senior-level"", ""predictive analytics"", ""etl"", ""tableau"", ""power bi""]",Lead business intelligence projects; Manage ETL and data pipelines; Develop predictive models; Mentor junior BI analysts,BI Analyst - Experienced Tableau; Power BI; Looker; QlikView; SQL & Database management; Redshift; Snowflake; Predictive analytics; Data modeling; Forecasting; ETL pipelines; KPI development Lead business intelligence projects; Manage ETL and data pipelines; Develop predictive models; Mentor junior BI analysts,jd,12
BI015,BI Analyst - Experienced,senior,Senior-Level,7.0,7+ years,Advanced Tableau; Power BI; Looker; SQL queries; Redshift; Snowflake; Predictive modeling; Forecasting; ETL pipelines; Data integration; KPI definition,"[""advanced tableau"", ""power bi"", ""looker"", ""sql queries"", ""redshift"", ""snowflake"", ""predictive modeling"", ""forecasting"", ""etl pipelines"", ""data integration"", ""kpi definition""]",BI; Analytics; Senior-Level; Predictive Analytics; ETL; Tableau; Power BI,"[""bi"", ""analytics"", ""senior-level"", ""predictive analytics"", ""etl"", ""tableau"", ""power bi""]",Develop predictive analytics dashboards; Manage ETL processes; Optimize SQL queries; Lead BI teams for strategic insights,BI Analyst - Experienced Advanced Tableau; Power BI; Looker; SQL queries; Redshift; Snowflake; Predictive modeling; Forecasting; ETL pipelines; Data integration; KPI definition Develop predictive analytics dashboards; Manage ETL processes; Optimize SQL queries; Lead BI teams for strategic insights,jd,11
BI016,BI Analyst - Experienced,senior,Senior-Level,6.0,6+ years,Advanced Tableau; Power BI; Looker; QlikView; SQL optimization; Redshift; Snowflake; Predictive analytics; Data modeling; Forecasting; ETL pipeline management; KPI monitoring,"[""advanced tableau"", ""power bi"", ""looker"", ""qlikview"", ""sql optimization"", ""redshift"", ""snowflake"", ""predictive analytics"", ""data modeling"", ""forecasting"", ""etl pipeline management"", ""kpi monitoring""]",BI; Analytics; Senior-Level; Predictive Analytics; ETL; Tableau; Power BI,"[""bi"", ""analytics"", ""senior-level"", ""predictive analytics"", ""etl"", ""tableau"", ""power bi""]",Lead complex BI and analytics projects; Develop advanced dashboards; Optimize data pipelines; Mentor junior analysts,BI Analyst - Experienced Advanced Tableau; Power BI; Looker; QlikView; SQL optimization; Redshift; Snowflake; Predictive analytics; Data modeling; Forecasting; ETL pipeline management; KPI monitoring Lead complex BI and analytics projects; Develop advanced dashboards; Optimize data pipelines; Mentor junior analysts,jd,12
BI017,BI Analyst - Experienced,senior,Senior-Level,5.0,5–9 years,Tableau; Power BI; Looker; QlikView; SQL; Redshift; Snowflake; Predictive analytics; Forecasting; Data modeling; ETL pipeline management; KPI strategy,"[""tableau"", ""power bi"", ""looker"", ""qlikview"", ""sql"", ""redshift"", ""snowflake"", ""predictive analytics"", ""forecasting"", ""data modeling"", ""etl pipeline management"", ""kpi strategy""]",BI; Analytics; Senior-Level; Predictive Analytics; ETL; Tableau; Power BI,"[""bi"", ""analytics"", ""senior-level"", ""predictive analytics"", ""etl"", ""tableau"", ""power bi""]",Manage large-scale BI projects; Implement predictive analytics; Optimize ETL and SQL workflows; Provide strategic business insights,BI Analyst - Experienced Tableau; Power BI; Looker; QlikView; SQL; Redshift; Snowflake; Predictive analytics; Forecasting; Data modeling; ETL pipeline management; KPI strategy Manage large-scale BI projects; Implement predictive analytics; Optimize ETL and SQL workflows; Provide strategic business insights,jd,12
BI018,BI Analyst - Experienced,senior,Senior-Level,6.0,6+ years,Advanced Tableau; Power BI; Looker; QlikView; SQL optimization; Redshift; Snowflake; Predictive analytics; Data modeling; ETL pipeline management; KPI monitoring,"[""advanced tableau"", ""power bi"", ""looker"", ""qlikview"", ""sql optimization"", ""redshift"", ""snowflake"", ""predictive analytics"", ""data modeling"", ""etl pipeline management"", ""kpi monitoring""]",BI; Analytics; Senior-Level; Predictive Analytics; ETL; Tableau; Power BI,"[""bi"", ""analytics"", ""senior-level"", ""predictive analytics"", ""etl"", ""tableau"", ""power bi""]",Lead BI teams; Optimize data pipelines; Develop advanced dashboards; Oversee predictive analytics projects,BI Analyst - Experienced Advanced Tableau; Power BI; Looker; QlikView; SQL optimization; Redshift; Snowflake; Predictive analytics; Data modeling; ETL pipeline management; KPI monitoring Lead BI teams; Optimize data pipelines; Develop advanced dashboards; Oversee predictive analytics projects,jd,11
BI019,BI Analyst - Experienced,senior,Senior-Level,5.0,5–10 years,Advanced Tableau; Power BI; Looker; QlikView; SQL; Redshift; Snowflake; Predictive modeling; Forecasting; ETL pipeline management; KPI strategy,"[""advanced tableau"", ""power bi"", ""looker"", ""qlikview"", ""sql"", ""redshift"", ""snowflake"", ""predictive modeling"", ""forecasting"", ""etl pipeline management"", ""kpi strategy""]",BI; Analytics; Senior-Level; Predictive Analytics; ETL; Tableau; Power BI,"[""bi"", ""analytics"", ""senior-level"", ""predictive analytics"", ""etl"", ""tableau"", ""power bi""]",Manage BI projects; Lead predictive analytics initiatives; Optimize ETL and SQL workflows; Deliver business insights,BI Analyst - Experienced Advanced Tableau; Power BI; Looker; QlikView; SQL; Redshift; Snowflake; Predictive modeling; Forecasting; ETL pipeline management; KPI strategy Manage BI projects; Lead predictive analytics initiatives; Optimize ETL and SQL workflows; Deliver business insights,jd,11
BI020,BI Analyst - Experienced,senior,Senior-Level,5.0,5–9 years,Tableau; Power BI; Looker; QlikView; SQL; Redshift; Snowflake; Predictive analytics; Forecasting; Data modeling; ETL pipelines; KPI development,"[""tableau"", ""power bi"", ""looker"", ""qlikview"", ""sql"", ""redshift"", ""snowflake"", ""predictive analytics"", ""forecasting"", ""data modeling"", ""etl pipelines"", ""kpi development""]",BI; Analytics; Senior-Level; Predictive Analytics; ETL; Tableau; Power BI,"[""bi"", ""analytics"", ""senior-level"", ""predictive analytics"", ""etl"", ""tableau"", ""power bi""]",Manage BI projects; Implement predictive analytics; Optimize ETL and SQL workflows; Provide strategic business insights,BI Analyst - Experienced Tableau; Power BI; Looker; QlikView; SQL; Redshift; Snowflake; Predictive analytics; Forecasting; Data modeling; ETL pipelines; KPI development Manage BI projects; Implement predictive analytics; Optimize ETL and SQL workflows; Provide strategic business insights,jd,12
